#Step KinEng PotEng TotEng E_pair E_bond E_angle Press Temp Lx Volume 
10000000    1.7913896    14.681467    16.472856   -4.0701592    18.715593  0.036032915   0.10318934    1.1944091    21.335493    9711.9856 
10001000    1.6109352    14.471091    16.082026   -4.2268303    18.668053  0.029868081  0.054204605     1.074091    21.173809    9492.8579 
10002000    1.4759633    14.224596    15.700559   -4.4412814    18.637124   0.02875275 -0.097506089   0.98409853    20.953968    9200.2333 
10003000    1.3687756    14.051955     15.42073   -4.5692059     18.59425  0.026910486  -0.04115357   0.91263114     20.80417    9004.3256 
10004000    1.3340801    13.934934    15.269014   -4.6705448    18.581742  0.023736417  0.039169063   0.88949795    20.700785    8870.7523 
10005000    1.3463928    13.898161    15.244553   -4.6988503    18.572709  0.024301618 -0.073583757   0.89770743    20.678313    8841.8941 
10006000    1.3658308    13.942089     15.30792   -4.6651756     18.58199  0.025275063 -0.037874236   0.91066767    20.711144    8884.0754 
10007000    1.3596643     13.95525    15.314914   -4.6638479     18.59349  0.025608109  0.089563116   0.90655616    20.696224    8864.8902 
10008000    1.3434412    13.912727    15.256168   -4.6917134    18.580331   0.02410931  -0.12135753   0.89573945    20.686267    8852.1008 
10009000    1.3447358     13.93817    15.282905   -4.6710083    18.585433  0.023744596 -0.078088198   0.89660261    20.707587     8879.499 
10010000    1.3652539    13.958881    15.324135   -4.6576751    18.590188  0.026368029 -0.037754073   0.91028303    20.716512    8890.9859 
10011000    1.3469411    13.972491    15.319432   -4.6485827    18.597291  0.023782395  0.015046661   0.89807301    20.715836    8890.1158 
10012000    1.3381521    13.947524    15.285676   -4.6595501    18.582958  0.024115948 -0.058146922    0.8922129    20.715042    8889.0932 
10013000    1.3519005      13.9367      15.2886   -4.6796693    18.590665  0.025703912   0.11564661   0.90137966    20.675028    8837.6803 
10014000    1.3443603    13.969486    15.313846   -4.6488161    18.592812  0.025490197   0.17533948   0.89635221    20.712111     8885.321 
10015000    1.3500497    13.949724    15.299774   -4.6607011    18.587304  0.023121026 -0.0073658461   0.90014566    20.720163    8895.6871 
10016000    1.3539138    13.919161    15.273074   -4.6961844    18.589624   0.02572119  0.065818106   0.90272201    20.696808    8865.6401 
10017000    1.3529352    13.946809    15.299745   -4.6641963    18.583102   0.02790387  0.065062272   0.90206957    20.689677    8856.4797 
10018000    1.3586073    13.939448    15.298055   -4.6693124    18.586283   0.02247751  -0.11441657   0.90585143    20.703755    8874.5703 
10019000    1.3526101    13.931166    15.283776   -4.6782325    18.585491  0.023907629  0.058710503   0.90185281    20.686305    8852.1505 
10020000    1.3547767    13.935982    15.290759   -4.6743087    18.587365  0.022926449 -0.010935916   0.90329736    20.697592    8866.6483 
10021000    1.3600204    13.934332    15.294352   -4.6783325    18.587985  0.024679634 -0.076769299    0.9067936    20.711992    8885.1675 
10022000    1.3508543    13.927033    15.277888   -4.6956702    18.597103  0.025600811 -0.040413954   0.90068212    20.671875    8833.6382 
10023000    1.3198702    13.925201    15.245071   -4.6896538    18.588914  0.025940191  0.039838956   0.88002349    20.668195    8828.9217 
10024000     1.355869    13.927377    15.283246   -4.6902904       18.593    0.0246668 -0.035640568   0.90402567    20.688885    8855.4626 
10025000    1.3585179    13.960424    15.318942   -4.6548903    18.588011  0.027303309   0.11347127   0.90579183    20.712896    8886.3313 
10026000    1.3449664    13.943949    15.288916   -4.6811472    18.598548  0.026548715 0.0042062503   0.89675633    20.691922    8859.3627 
10027000    1.3268278    13.951563    15.278391    -4.657949    18.583963  0.025549095   0.10115325   0.88466247    20.706244    8877.7724 
10028000    1.3652046    13.949929    15.315134   -4.6706871    18.595774  0.024841959 -0.025877506   0.91025021    20.704912    8876.0581 
10029000    1.3535081    13.950868    15.304376   -4.6680668    18.595821  0.023113831  -0.13439963   0.90245151    20.712652    8886.0169 
10030000    1.3434503    13.920353    15.263803   -4.6777184     18.57448   0.02359182 -0.046874108   0.89574552    20.710372     8883.082 
10031000    1.3500042    13.944294    15.294298     -4.66925    18.588172  0.025371675  -0.10481724   0.90011529    20.688602    8855.0989 
10032000    1.3463676    13.961386    15.307753   -4.6504008    18.588216  0.023570095   0.16912254    0.8976906    20.710773    8883.5982 
10033000    1.3300056    13.955654    15.285659   -4.6552868    18.586822  0.024118978  -0.15328064   0.88678126    20.733471    8912.8381 
10034000    1.3513964    13.945511    15.296908   -4.6710177    18.590935  0.025594041 -0.030761724   0.90104354    20.697293    8866.2638 
10035000    1.3704137     13.95688    15.327294   -4.6628883    18.595204  0.024564165   0.11480257   0.91372337    20.704503    8875.5326 
10036000    1.3340177     13.96788    15.301898   -4.6524516    18.594559  0.025772359  -0.25504717   0.88945634    20.732091    8911.0591 
