#Step KinEng PotEng TotEng E_pair E_bond E_angle Press Temp Lx Volume 
 9999000    1.7891573    14.754256    16.543414    -3.996527    18.725045  0.025738745   0.25972575    1.1929207    21.412397    9817.3863 
10000000    1.5950108    14.554797    16.149808   -4.1365789    18.666806  0.024570217 0.0058901238    1.0634735    21.260427    9609.8348 
10001000     1.477914    14.287057    15.764971   -4.3592583    18.621384  0.024931992  -0.14771264    0.9853992    21.020678    9288.3842 
10002000    1.3942297    14.087263    15.481493   -4.5223076    18.584519  0.025051217 -0.022717738   0.92960264    20.842991    9054.8258 
10003000    1.3335388    13.981197    15.314735   -4.6174162    18.574412   0.02420045  0.089241476   0.88913698    20.728463    8906.3815 
10004000    1.3350783    13.960693    15.295771   -4.6467173    18.583015   0.02439498 -0.024827399   0.89016344    20.708775    8881.0276 
10005000    1.3517707    14.018342    15.370113   -4.6039966    18.597859  0.024479914  0.061832637   0.90129316    20.751443    8936.0356 
10006000    1.3670986    14.000952    15.368051   -4.6052179    18.581436  0.024733855  0.013100144   0.91151298    20.757625    8944.0242 
10007000    1.3402804    13.963183    15.303463   -4.6366219    18.575941  0.023864264  0.081636335   0.89363199    20.718447    8893.4777 
10008000    1.3350941    13.984006      15.3191   -4.6352674    18.594096  0.025177664  0.019909787   0.89017399    20.710173    8882.8271 
10009000    1.3564291    13.997231     15.35366   -4.6150206    18.588067  0.024184969 -0.027889142   0.90439909    20.743598    8925.9051 
10010000     1.349667    14.003844    15.353511   -4.6062846    18.585562  0.024566571 -0.019248647   0.89989046     20.75238    8937.2467 
10011000    1.3450422    13.987903    15.332945   -4.6254322    18.589013  0.024322325 -0.058502241   0.89680689    20.738288    8919.0521 
10012000    1.3582378    13.959593    15.317831    -4.645908    18.581647  0.023853339  0.058848083   0.90560508    20.716019    8890.3503 
10013000    1.3427135    14.004291    15.347004   -4.6078426     18.58901  0.023123492 -0.021853388   0.89525421    20.753482    8938.6699 
10014000    1.3419223    14.011029    15.352951   -4.5941544    18.580796  0.024387107  -0.07467766    0.8947267    20.759992    8947.0842 
