#Step KinEng PotEng TotEng E_pair E_bond E_angle Press Temp Lx Volume 
       0   0.48448444    12.984424    13.468909   -5.6481987    18.329377   0.30324602   -1.5880033   0.32303001           20         8000 
    1000   0.67086375    12.884056     13.55492   -5.6591995    18.379681   0.16357451 -0.029116139   0.44729841    19.891751    7870.8025 
    2000   0.73364283    12.935579    13.669222   -5.6085806    18.395077   0.14908203 -0.026794923   0.48915636    19.919056    7903.2601 
    3000   0.76373747    12.975954    13.739691   -5.5721301    18.409598   0.13848585  0.089383166   0.50922197    19.949398    7939.4311 
    4000   0.75700282    12.973329    13.730332   -5.5620122    18.405424   0.12991775  -0.12488625   0.50473164    19.962459    7955.0353 
    5000   0.75417892    12.949835    13.704014   -5.5748117    18.400993   0.12365327  0.050465885    0.5028488    19.947342    7936.9763 
    6000   0.75141071     12.95994    13.711351   -5.5655641    18.401566   0.12393852   0.11020626    0.5010031    19.941412    7929.8999 
    7000   0.75557147    12.963025    13.718597   -5.5686116    18.409552   0.12208502 -0.039403276   0.50377729    19.942686    7931.4206 
    8000   0.74320014    12.951126    13.694326   -5.5739672    18.405575   0.11951829 -0.014730778    0.4955287    19.948174    7937.9702 
    9000   0.74852928    12.949146    13.697675   -5.5749526     18.40835   0.11574878 0.0047859713   0.49908191    19.946752    7936.2724 
   10000   0.76095199    12.955331    13.716283   -5.5628697    18.402647   0.11555401 -0.098028875   0.50736475    19.957613    7949.2435 
   11000   0.75388137    12.950052    13.703933   -5.5678954    18.403998    0.1139486 -0.087670017   0.50265041    19.953075    7943.8223 
   12000   0.74972543    12.940734    13.690459   -5.5771024    18.405838   0.11199798  0.081164087   0.49987944    19.938905    7926.9099 
   13000   0.75168447    12.948911    13.700595   -5.5675861    18.408173   0.10832451  0.092382861   0.50118563    19.941499    7930.0041 
   14000   0.75635925    12.947303    13.703662   -5.5702339    18.410862   0.10667519 -0.042969408   0.50430254    19.941477    7929.9778 
   15000   0.74849716    12.938318    13.686815   -5.5683465    18.401556   0.10510882   -0.0602081   0.49906049     19.94003    7928.2511 
   16000   0.75978839    12.946635    13.706423   -5.5650473    18.408988   0.10269365  -0.14407701   0.50658891    19.958099    7949.8238 
   17000   0.74908723    12.953319    13.702406   -5.5559846     18.40378   0.10552289  -0.10387639   0.49945392    19.962113    7954.6218 
   18000   0.76000991    12.933213    13.693223   -5.5752447    18.404962   0.10349568 -0.075784058   0.50673661    19.951886    7942.4022 
   19000   0.74567637     12.93137    13.677047   -5.5750378    18.403519   0.10288899 -0.0011029225   0.49717972    19.942427     7931.111 
   20000    0.7506576    12.919796    13.670454   -5.5836583    18.402316   0.10113838  0.021462658   0.50050096    19.931615    7918.2179 
   21000   0.75223402    12.936215     13.68845    -5.566177    18.402695  0.099697074  0.006372684   0.50155204    19.941938    7930.5282 
   22000   0.75034893    12.941478    13.691827   -5.5697947    18.408288   0.10298514  0.043560141   0.50029516    19.940576    7928.9033 
   23000   0.74567327    12.922872    13.668546   -5.5794804    18.404134  0.098218665  -0.11866263   0.49717766    19.933955    7921.0071 
   24000   0.74274955    12.940717    13.683467   -5.5674241    18.411242    0.0968992 0.0092716672   0.49522827    19.942783    7931.5361 
   25000   0.75255092    12.926702    13.679253   -5.5762893     18.40809  0.094900659 -0.051533687   0.50176334    19.944065    7933.0661 
   26000   0.74937916    12.916995    13.666374   -5.5901235    18.411394  0.095724498   -0.1156957   0.49964856    19.943249    7932.0914 
   27000   0.74071491    12.925623    13.666338   -5.5810207    18.411413  0.095230649 -0.019872187   0.49387167    19.938399    7926.3065 
   28000   0.74679316    12.926185    13.672979   -5.5785274    18.411732  0.092980939  -0.06096765   0.49792435    19.936289    7923.7905 
   29000   0.76595975     12.93007    13.696029   -5.5738939     18.40904  0.094923825  0.011439527   0.51070367     19.93339    7920.3333 
   30000   0.75190702    12.923984    13.675891   -5.5805555      18.4104  0.094140341  -0.10251688   0.50133401    19.946042    7935.4253 
   31000     0.740121    12.927654    13.667775   -5.5787992    18.411017  0.095436044  0.076860722   0.49347568    19.947291     7936.916 
   32000   0.76326658    12.922182    13.685449   -5.5799045    18.408944  0.093142603  0.022671495     0.508908    19.941974    7930.5701 
   33000   0.75561586    12.912313    13.667929   -5.5820157    18.401567  0.092761457  0.097607226   0.50380688    19.923634    7908.7098 
   34000   0.75617854    12.912846    13.669024   -5.5844645    18.405601  0.091708953   0.17385179   0.50418205    19.923329    7908.3466 
   35000   0.75164334    12.934923    13.686566   -5.5635578    18.407001  0.091479389 -0.018983413    0.5011582    19.944453    7933.5288 
   36000   0.75085088     12.92719    13.678041   -5.5685269    18.405151  0.090566235  -0.14023388   0.50062983    19.947464    7937.1222 
   37000   0.75141857    12.907089    13.658507   -5.5829084    18.401076  0.088921178  0.075348604   0.50100834    19.937312    7925.0105 
   38000   0.74441883    12.924147    13.668566   -5.5708825    18.407577  0.087453418 -0.075711237   0.49634126    19.940168     7928.416 
   39000   0.75819269    12.921558    13.679751    -5.576474      18.4119  0.086132347  0.033575751   0.50552499    19.938911    7926.9163 
   40000   0.75637116     12.90699    13.663361   -5.5828844    18.403848  0.086026007  0.061544859   0.50431048    19.938133    7925.9888 
   41000   0.74309748    12.926911    13.670009   -5.5721283    18.411572  0.087467728  0.011186342   0.49546025    19.943789     7932.736 
   42000   0.75620793    12.938227    13.694435   -5.5565946     18.40759  0.087231714 -0.098528427   0.50420164    19.950649    7940.9246 
   43000   0.75433199     12.91617    13.670502   -5.5769022    18.407058  0.086014246  0.096403604   0.50295086    19.932087     7918.781 
   44000   0.75339715    12.911498    13.664896   -5.5818127    18.407754   0.08555663   0.17887756   0.50232756    19.924229    7909.4186 
   45000   0.74079724    12.912062    13.652859   -5.5834929    18.409619  0.085936255   0.12387288   0.49392657    19.925844    7911.3419 
   46000   0.73788131    12.903932    13.641813     -5.58758    18.404509  0.087002408  0.016624222   0.49198237     19.93114    7917.6518 
   47000   0.75000777    12.913503    13.663511   -5.5763024     18.40539  0.084415519   0.05937949   0.50006769    19.944589    7933.6914 
   48000   0.74991604    12.916944     13.66686    -5.568898    18.401481  0.084361125 0.0035638561   0.50000653    19.948075     7937.852 
   49000   0.74260807    12.904158    13.646766   -5.5864503    18.406086  0.084522274  0.012323066   0.49513394    19.928568    7914.5876 
   50000   0.75226885    12.917146    13.669414   -5.5749165    18.408198  0.083863942  0.062039869   0.50157526    19.935354    7922.6758 
   51000   0.75264289     12.91902    13.671663   -5.5726711    18.408289  0.083401555  0.055988495   0.50182465    19.938324    7926.2172 
   52000    0.7352071    12.911253    13.646461   -5.5807102    18.408179  0.083784298  -0.04320865   0.49019934    19.936796    7924.3952 
   53000   0.74495249    12.908594    13.653546   -5.5841203    18.410502  0.082212221 -0.028997277   0.49669708    19.938815    7926.8018 
   54000   0.75050135    12.920128    13.670629   -5.5720554    18.407266  0.084916873 8.9485128e-05   0.50039678    19.943279    7932.1271 
   55000   0.74611958    12.901898    13.648018   -5.5904391    18.410508  0.081829946  -0.12785826   0.49747524    19.933556    7920.5316 
   56000   0.73507795    12.916827    13.651905   -5.5723035    18.408491  0.080639344 -0.055089591   0.49011323    19.939047    7927.0791 
   57000   0.75655704    12.912544    13.669101   -5.5797112    18.411952  0.080303006  0.065662846   0.50443441    19.937816    7925.6104 
   58000   0.74424161    12.904479    13.648721   -5.5790899    18.402681  0.080888588  0.062271752    0.4962231    19.930085    7916.3951 
   59000   0.75042205    12.896454    13.646876   -5.5901689    18.406087  0.080536011  -0.10814592   0.50034391    19.930536    7916.9324 
   60000   0.75002519    12.901856    13.651881   -5.5828886    18.406218  0.078526019 -0.060579939    0.5000793    19.936413    7923.9382 
