#Step KinEng PotEng TotEng E_pair c_erodrod E_bond E_angle Press Temp Lx Volume 
       0    1.3608811    14.019907    15.380788   -4.6064914   -4.1609588    18.589763  0.036635913   -0.1584068   0.90736749     20.76393    8952.1776 
    1000    1.1970686    13.787797    14.984866   -4.7977499   -4.3360532    18.551808  0.033738871 -0.064739648   0.79814549    20.575481    8710.6385 
    2000    1.0605943    13.528173    14.588767   -4.9998302   -4.5203556    18.499791  0.028212222  0.063153099   0.70715125    20.390199    8477.4332 
    3000   0.97097706    13.323687    14.294664    -5.169753   -4.6665378     18.46637  0.027070323 -0.056245883   0.64739896    20.254147    8308.8678 
    4000   0.89684078    13.209876    14.106717    -5.259985   -4.7543239    18.442961  0.026900163 -0.026586134    0.5979686    20.169477       8205.1 
    5000   0.88541053    13.154082    14.039493   -5.3090444   -4.7971944    18.436899   0.02622754  -0.10788874   0.59034748    20.135742    8163.9984 
    6000   0.91508695     13.17094    14.086027   -5.3060398   -4.7934394    18.449321   0.02765975 -0.019196555   0.61013423    20.139672    8168.7793 
    7000   0.90944758    13.179858    14.089306   -5.2993069   -4.7856726    18.453367  0.025797788 -0.056745352   0.60637418    20.148874    8179.9822 
    8000   0.89389639    13.138262    14.032158   -5.3343698   -4.8124224    18.446541  0.026090421  -0.10548386   0.59600543    20.128434    8155.1127 
    9000    0.8935908    13.151501    14.045092   -5.3165007   -4.7940309    18.444447  0.023554404  0.023061868   0.59580167    20.121254    8146.3889 
   10000    0.9073484    13.172777    14.080125   -5.3040255   -4.7860496    18.453692  0.023110309  -0.11281446   0.60497455    20.133083    8160.7644 
   11000   0.89435248    13.155385    14.049737   -5.3188049   -4.8034602    18.449415  0.024774481  -0.13362025   0.59630952    20.133032    8160.7026 
   12000   0.89866514    13.143531    14.042197   -5.3236618   -4.8087829    18.442945  0.024248433  0.043694653   0.59918499    20.123274    8148.8425 
   13000   0.90466152    13.151269     14.05593   -5.3214534   -4.8063061    18.448155  0.024567218  -0.11867782   0.60318307    20.136781    8165.2626 
   14000   0.89523479    13.156807    14.052042   -5.3188455   -4.8005615    18.451005  0.024648211   0.07897292    0.5968978    20.131297     8158.593 
   15000    0.8955302     13.15608     14.05161   -5.3183405   -4.8026655     18.44836  0.026059928 -0.013144649   0.59709477    20.129744    8156.7051 
   16000   0.90242913    13.148354    14.050783     -5.32548   -4.8070519    18.448614  0.025220168   0.10193888   0.60169463    20.127637    8154.1439 
   17000    0.8981479    13.147642     14.04579   -5.3344453   -4.8129411    18.455481  0.026605683 -0.032266561   0.59884012    20.127379    8153.8299 
   18000   0.89354484    13.160048    14.053593   -5.3195573   -4.8030981      18.4545  0.025105101  0.050702132   0.59577103    20.127785    8154.3237 
   19000   0.90613133    13.144823    14.050954   -5.3352737    -4.816018    18.454389  0.025707655 -0.051020634   0.60416307    20.119923    8144.7722 
   20000    0.8988498    13.130047    14.028896    -5.354106   -4.8324908    18.457852  0.026300257  0.063475785   0.59930812    20.101883    8122.8831 
   21000   0.89988389    13.127238    14.027122   -5.3491904   -4.8291056    18.450872  0.025556005   0.11364719    0.5999976    20.097357    8117.3981 
   22000   0.89446635    13.159192    14.053658   -5.3206598   -4.8084335    18.452971  0.026880478 -0.0026233183   0.59638545    20.116705    8140.8646 
   23000   0.89884776    13.163814    14.062662   -5.3143819   -4.7966998    18.453349  0.024846509  0.012898527   0.59930675    20.134577    8162.5818 
   24000   0.89985822    13.147126    14.046985   -5.3311742   -4.8176609    18.453143  0.025157896 -0.025182354   0.59998048    20.126726    8153.0371 
   25000   0.89728219    13.136538     14.03382   -5.3360054   -4.8205082    18.449026  0.023516645   0.03589536   0.59826291    20.123401    8148.9972 
   26000   0.89952903    13.130746    14.030275   -5.3431661    -4.820506    18.449234  0.024678096  0.072606492   0.59976099    20.105185    8126.8865 
   27000   0.90701643    13.129033     14.03605   -5.3461259     -4.82206    18.450229  0.024930307   0.12357357   0.60475322    20.105546    8127.3252 
   28000   0.89894044    13.158301    14.057241   -5.3227246   -4.8019562    18.458243  0.022781956  0.028582066   0.59936855    20.110333    8133.1318 
   29000   0.89481491    13.140901    14.035716   -5.3385317   -4.8199834    18.456349  0.023083202   0.25176502   0.59661785    20.106855    8128.9119 
   30000   0.90392859    13.121262     14.02519   -5.3487225   -4.8286579    18.445943  0.024041326 -0.025703199    0.6026944    20.104006     8125.458 
   31000   0.91200537    13.135125     14.04713   -5.3428663   -4.8251717    18.454791  0.023200304   0.13005205   0.60807959    20.112277    8135.4899 
   32000   0.89520604    13.158865    14.054071   -5.3215384   -4.8033552    18.456345  0.024058611  0.070774632   0.59687864     20.12052    8145.4968 
   33000   0.90370199    13.127921    14.031623   -5.3491498   -4.8317227    18.453316  0.023754854  0.088456539   0.60254331    20.106839    8128.8926 
   34000   0.90109843    13.121221    14.022319   -5.3552439   -4.8340537    18.453177  0.023287719  0.045766081   0.60080739    20.100468     8121.168 
   35000   0.90859453    13.133151    14.041746    -5.335824   -4.8150961    18.445616  0.023358928 0.0025912508   0.60580541    20.118262    8142.7552 
   36000   0.90339484    13.150706    14.054101   -5.3315885   -4.8124679    18.457228  0.025067114  -0.07225647   0.60233852    20.132034    8159.4896 
   37000   0.90459694    13.143969    14.048566   -5.3315993      -4.8108    18.450885  0.024683771 -0.021466267   0.60314002    20.124429    8150.2454 
   38000   0.89765373    13.131537    14.029191   -5.3406877   -4.8196289    18.449148  0.023076791   -0.1646167   0.59851063     20.12486    8150.7692 
   39000   0.89080381    13.135876     14.02668   -5.3360274   -4.8185538    18.450733  0.021170265  -0.09731503   0.59394345    20.121308    8146.4547 
   40000   0.88859197    13.145366    14.033958   -5.3230284   -4.8064546    18.445894  0.022500236 -0.068220651    0.5924687    20.130074    8157.1063 
   41000   0.90256061    13.143955    14.046516    -5.326212   -4.8111491    18.446552  0.023615643  -0.12159522    0.6017823    20.129416    8156.3061 
   42000   0.89085401    13.124185    14.015039   -5.3478154    -4.827951    18.449558  0.022442512 -0.031121767   0.59397692    20.117854    8142.2603 
   43000   0.89728991    13.126587    14.023877   -5.3453968   -4.8217389    18.449768  0.022215769  -0.11061787   0.59826806    20.124956    8150.8859 
   44000   0.89019391    13.157727    14.047921   -5.3191805     -4.80089    18.456552  0.020356162    0.1313903    0.5935368    20.132491    8160.0446 
   45000   0.91066074    13.139497    14.050158   -5.3309556   -4.8065592    18.449531  0.020922414  -0.19639765   0.60718306    20.128791    8155.5465 
   46000   0.89122648    13.131892    14.023119   -5.3396288   -4.8162804     18.45041  0.021110951 -0.073291055   0.59422526     20.12207    8147.3804 
   47000   0.90910902     13.13701    14.046119   -5.3278775    -4.809924      18.4425  0.022387229  -0.15535354   0.60614845    20.127407    8153.8639 
   48000   0.90016568    13.136675    14.036841   -5.3406145   -4.8225713       18.454  0.023289807 -0.070307164   0.60018548    20.116198    8140.2496 
   49000   0.88905193    13.131352    14.020404   -5.3450953   -4.8248335    18.454711  0.021736352  -0.11834805   0.59277538    20.118128    8142.5929 
   50000   0.91431026    13.131674    14.045984   -5.3369698   -4.8156952    18.446182  0.022461557  -0.11595844   0.60961638    20.118805    8143.4146 
   51000   0.88755671    13.139844      14.0274   -5.3403902   -4.8193785    18.458012  0.022222074  0.099287914   0.59177844    20.106911    8128.9798 
   52000   0.89998557     13.11478    14.014765   -5.3558464   -4.8350205    18.448674  0.021951674 -0.052719939   0.60006539    20.109535    8132.1628 
   53000   0.91188942    13.125479    14.037369   -5.3498724   -4.8277295    18.452882  0.022469595  -0.11313767   0.60800228    20.114262    8137.8991 
   54000   0.90019999    13.133385    14.033585    -5.345398   -4.8256921    18.454417  0.024366047  0.067864095   0.60020835    20.113093    8136.4803 
   55000   0.90014866    13.132829    14.032978   -5.3508843   -4.8299195    18.459622  0.024091721 -1.2172097e-05   0.60017413    20.108426    8130.8176 
   56000   0.89408814    13.108484    14.002572   -5.3582848   -4.8411381    18.441379  0.025388824 -0.087650683   0.59613328    20.102438    8123.5566 
   57000   0.90279945    13.123265    14.026064   -5.3453528   -4.8275113    18.446412  0.022205595 -0.028450507   0.60194154    20.121726    8146.9626 
   58000   0.89669234    13.142264    14.038956   -5.3359749    -4.819124    18.452731   0.02550707  -0.10353159   0.59786963    20.120014    8144.8825 
   59000   0.90908196    13.132784    14.041866   -5.3425875    -4.826523    18.450508   0.02486305 -0.010722048    0.6061304     20.11376    8137.2899 
   60000   0.88664289    13.137455    14.024098   -5.3429377   -4.8255546    18.455784  0.024608734 -0.072959605   0.59116916    20.109604    8132.2474 
   61000   0.89822349    13.140626     14.03885   -5.3368118   -4.8191268    18.452456  0.024982407  -0.14753435   0.59889052    20.119603    8144.3834 
   62000   0.91415217    13.132362    14.046514    -5.344084   -4.8255605    18.452692  0.023754189 0.0025659231   0.60951097    20.120581    8145.5716 
   63000   0.90547418    13.126492    14.031966   -5.3502318   -4.8312916    18.454791  0.021933007  0.091807099   0.60372492    20.100514    8121.2238 
   64000   0.89369296    13.127563    14.021256    -5.342766   -4.8242157    18.447693  0.022636022 -0.019490613   0.59586979    20.112508    8135.7699 
   65000   0.90687143    13.131789     14.03866   -5.3420022   -4.8239892    18.448845  0.024945684 -0.0023513794   0.60465654    20.114234    8137.8649 
   66000   0.89429762    13.133235    14.027532   -5.3363794   -4.8181081    18.445781  0.023833227  -0.11420904   0.59627295    20.119281    8143.9929 
   67000   0.89208004    13.126146    14.018226   -5.3501064   -4.8265903    18.452765  0.023487215  0.059738395   0.59479438    20.119292    8144.0061 
   68000   0.89879937    13.147213    14.046012   -5.3217293   -4.8084288    18.446255  0.022686607  -0.16963414   0.59927449    20.142631    8172.3805 
   69000   0.89566174    13.162108     14.05777   -5.3185016   -4.8031899    18.455329  0.025280996  -0.19229623   0.59718247    20.147141    8177.8713 
   70000   0.89865884    13.166242    14.064901   -5.3085261   -4.7945946     18.44838  0.026387909  -0.17775239   0.59918079    20.151902    8183.6699 
   71000     0.888845    13.148539    14.037384   -5.3217662   -4.8075761     18.44564  0.024665275 -0.072728777   0.59263741    20.132399    8159.9332 
   72000   0.90452302     13.14959    14.054113   -5.3223915    -4.810195    18.449133  0.022848766   0.16953004   0.60309073     20.12349    8149.1049 
   73000   0.90484896    13.144541     14.04939   -5.3359358   -4.8211646    18.456925  0.023552644   0.32564622   0.60330805    20.106842    8128.8962 
   74000   0.90570942    13.131897    14.037607   -5.3435829   -4.8255989     18.45279  0.022690041 -0.010888254   0.60388176    20.106237    8128.1623 
   75000   0.89811542    13.163951    14.062066   -5.3177724   -4.8021233    18.457651  0.024072265  0.070996629   0.59881847    20.127317    8153.7556 
   76000   0.90154145    13.150393    14.051935   -5.3193575   -4.8052751    18.447414  0.022337117  -0.13103981   0.60110277    20.135849     8164.128 
   77000   0.88903234    13.146784    14.035816   -5.3258803   -4.8096352    18.449196  0.023467525  -0.20297988   0.59276232    20.137194    8165.7652 
   78000   0.90834224    13.157793    14.066135   -5.3239584   -4.8102446    18.456358  0.025393574 -0.084550158    0.6056372    20.138619    8167.4981 
   79000   0.89306742    13.151362     14.04443   -5.3266277   -4.8135348    18.454119  0.023870669  0.079560964   0.59545271     20.12733    8153.7713 
   80000   0.89777253    13.145326    14.043098   -5.3344036   -4.8230715    18.453234  0.026494957 -0.013143688   0.59858985    20.118784    8143.3896 
   81000   0.91441423    13.156958    14.071372   -5.3212228   -4.8078615    18.455036  0.023145233  -0.08028197    0.6096857    20.136392    8164.7888 
   82000   0.91853813    13.149082     14.06762   -5.3225454   -4.8080467    18.449276  0.022350808 -0.068503814    0.6124353    20.123369    8148.9575 
   83000   0.89399892    13.154344    14.048342   -5.3242695   -4.8091358    18.454301  0.024312378  0.026743925   0.59607379     20.12517    8151.1454 
   84000   0.88982345    13.136242    14.026066   -5.3393765   -4.8217021    18.452341  0.023278068  0.031416275   0.59328979    20.112891    8136.2348 
   85000   0.89002428    13.131071    14.021096   -5.3413637   -4.8256574    18.449151  0.023283826  -0.16264264    0.5934237    20.108753    8131.2145 
   86000   0.89882673    13.149231    14.048057   -5.3255986   -4.8092196    18.453489  0.021339878  0.036651748   0.59929273    20.126866    8153.2067 
   87000   0.89748529    13.147207    14.044692   -5.3230228   -4.8074742    18.447745  0.022483975  0.033756853   0.59839832     20.12516     8151.134 
   88000   0.90994163    13.148829     14.05877   -5.3233182    -4.805402    18.449558  0.022588741    0.2158218   0.60670359    20.129336    8156.2093 
   89000    0.8935267    13.147878    14.041405   -5.3268848   -4.8143458    18.451962  0.022801111  -0.12223286   0.59575894     20.13275      8160.36 
   90000   0.90228103    13.137277    14.039558   -5.3355048   -4.8169785    18.448106  0.024676497  -0.16961808   0.60159588    20.127316    8153.7537 
   91000   0.90075259    13.153452    14.054204   -5.3306162   -4.8114869    18.460013  0.024055391    0.1022152    0.6005768    20.115182    8139.0162 
   92000   0.90829709    13.125917    14.034215   -5.3437449   -4.8229828    18.446997   0.02266566  0.061249416   0.60560709    20.110288    8133.0763 
   93000   0.89034602       13.126    14.016346   -5.3533685   -4.8356105    18.455489  0.023879717  0.010319352   0.59363822    20.099209    8119.6429 
   94000   0.88105712    13.118876    13.999933   -5.3594663   -4.8339353    18.454958  0.023383669  0.092566893   0.58744484    20.096392    8116.2282 
   95000   0.90320451    13.130371    14.033576   -5.3500848   -4.8285369    18.456887  0.023568843  0.060245511   0.60221161    20.108081    8130.3987 
   96000   0.89580243    13.139541    14.035343   -5.3408415   -4.8221214    18.459085  0.021297185 -0.009160675   0.59727628    20.121789    8147.0384 
   97000   0.88044048    13.135594    14.016034   -5.3380291   -4.8175025    18.449891  0.023731946 -0.010654903    0.5870337    20.110759    8133.6476 
   98000   0.90031825    13.133569    14.033887   -5.3400003   -4.8230789    18.450893  0.022675634  -0.15650123    0.6002872    20.128016    8154.6042 
   99000   0.88683002    13.147774    14.034604   -5.3281904   -4.8083668    18.454646  0.021319132   -0.2561202   0.59129393     20.13318    8160.8832 
  100000   0.89991746    13.131703     14.03162   -5.3375052   -4.8166882    18.446799  0.022408676 -0.049926252   0.60001997    20.126993    8153.3614 
  101000   0.89878957    13.148293    14.047083   -5.3305827   -4.8120465    18.454033  0.024842605     0.190773   0.59926796    20.125639    8151.7162 
  102000   0.90193677    13.158007    14.059943   -5.3154313   -4.8018332    18.450697  0.022741292  -0.10910753   0.60136635    20.141852    8171.4324 
  103000   0.88760159    13.136772    14.024373   -5.3276811   -4.8115897    18.441633  0.022819811  0.007121145   0.59180837     20.11985    8144.6838 
  104000   0.89786553    13.146154    14.044019   -5.3341383   -4.8183694    18.455669  0.024623245  0.012828315   0.59865185    20.120969    8146.0424 
  105000   0.89474437    13.163179    14.057923   -5.3223873   -4.8022677    18.460387  0.025178591 -0.025721108   0.59657082    20.120454    8145.4176 
  106000    0.8907516    13.130298     14.02105   -5.3427602   -4.8235547    18.448666  0.024392909   0.14510242   0.59390864    20.101331    8122.2146 
  107000   0.90159292    13.134212    14.035805   -5.3386948   -4.8186062    18.448152  0.024755355   0.08415148   0.60113709    20.118248    8142.7385 
  108000   0.90637338    13.143608    14.049981   -5.3228888    -4.802072    18.444938  0.021558199   0.14270337   0.60432446    20.125658    8151.7388 
  109000   0.91668706    13.157027    14.073714    -5.322369   -4.8025031    18.455661  0.023734606   0.14607551   0.61120111    20.117384    8141.6894 
  110000   0.91277472    13.151626    14.064401   -5.3211708   -4.8082898    18.451131  0.021665755   0.16083905   0.60859255    20.120156    8145.0547 
  111000   0.90501116    13.145936    14.050947   -5.3308343   -4.8131443     18.45411  0.022660028   0.12896554    0.6034162    20.116761    8140.9326 
  112000   0.90539974    13.127121    14.032521   -5.3472222   -4.8284903    18.450707  0.023636231 0.0015229373   0.60367529    20.106187    8128.1024 
  113000    0.9049162    13.113229    14.018145   -5.3545315   -4.8360189    18.444582  0.023178095  0.040558268   0.60335288    20.090312    8108.8642 
  114000   0.90994478    13.135663    14.045608   -5.3412381   -4.8223029    18.452977  0.023924362   0.13888059   0.60670569    20.109259    8131.8289 
  115000   0.90351599    13.149082    14.052598   -5.3315412    -4.811904    18.457137  0.023485344   0.13249351   0.60241929    20.118421    8142.9481 
  116000   0.91262061    13.120768    14.033389   -5.3522582   -4.8342986     18.45023  0.022796906   -0.1188947    0.6084898    20.121735     8146.973 
  117000   0.89521578    13.134951    14.030167   -5.3406919   -4.8261562    18.449867  0.025775755  0.029961046   0.59688513    20.118593    8143.1568 
  118000   0.89895301    13.160486    14.059439    -5.324932   -4.8133145    18.460079  0.025338853  0.015915317   0.59937693    20.129097    8155.9186 
  119000    0.9094912    13.135041    14.044532   -5.3429705   -4.8255733     18.45329   0.02472164  0.068624078   0.60640327    20.113713    8137.2325 
  120000   0.89112069    13.140392    14.031512   -5.3336244   -4.8188632    18.447175    0.0268413   0.22000245   0.59415473    20.107343    8129.5042 
  121000   0.91706442    13.123829    14.040893   -5.3530049   -4.8366423    18.450564  0.026269045  0.030037229   0.61145271    20.118044    8142.4904 
  122000   0.88159097    13.131843    14.013434   -5.3412665   -4.8250395    18.448399  0.024711242  0.050321437   0.58780079    20.115909     8139.898 
  123000   0.89106651    13.145634    14.036701   -5.3351127   -4.8149832    18.455462  0.025284978 -0.051047104    0.5941186    20.131327    8158.6293 
  124000   0.89945568    13.149051    14.048507   -5.3287022   -4.8160441    18.454268  0.023484967 -0.025989045   0.59971209    20.133811    8161.6495 
  125000   0.89645309    13.126772    14.023225   -5.3455347    -4.830846    18.449623   0.02268432  -0.10673056   0.59771011    20.125075    8151.0307 
  126000   0.89778105    13.130265    14.028046   -5.3507863   -4.8327383    18.457247  0.023804006 0.0061875217   0.59859552    20.114851    8138.6136 
  127000    0.8899951    13.157801    14.047796   -5.3176961   -4.8041277    18.452198  0.023299038 -0.038261172   0.59340424    20.131111    8158.3667 
  128000   0.91660481    13.156536    14.073141   -5.3207344   -4.8054124    18.452646  0.024624895   0.13434587   0.61114627    20.126071    8152.2408 
  129000   0.89919029     13.13156    14.030751   -5.3402127   -4.8257105    18.447903  0.023870432  -0.02241699   0.59953514    20.116406    8140.5015 
  130000   0.91171694    13.126011    14.037728   -5.3420639   -4.8287282    18.446771  0.021303781   0.07426259   0.60788728    20.108509    8130.9185 
  131000   0.90093981    13.146809    14.047749   -5.3299366   -4.8187708    18.453757  0.022989049  0.090721482   0.60070163    20.123318    8148.8961 
  132000    0.8961837    13.136992    14.033176   -5.3429985   -4.8235339    18.454837  0.025154163  0.034535635   0.59753049    20.102017    8123.0464 
  133000   0.89931992    13.119489    14.018809   -5.3579203   -4.8372458    18.455049  0.022361133  0.045234311   0.59962157     20.09704    8117.0139 
  134000   0.91088624    13.139577    14.050463   -5.3360025   -4.8168332    18.452401  0.023178675   0.10584105   0.60733341    20.110273     8133.058 
  135000   0.90575676    13.141528    14.047285   -5.3329456   -4.8153585    18.451042  0.023430866  0.071862995   0.60391333     20.10959    8132.2305 
  136000    0.8958817    13.134252    14.030134   -5.3366082   -4.8206016    18.446731  0.024129468  0.078781594   0.59732913    20.111389     8134.413 
  137000   0.88916711    13.117781    14.006948   -5.3541117    -4.837974    18.447361  0.024531989  0.013803729   0.59285218    20.104448    8125.9936 
  138000   0.90233691     13.13242    14.034757    -5.335904   -4.8190185     18.44628  0.022044183   -0.0717734   0.60163314    20.112958    8136.3168 
  139000   0.89282424     13.14461    14.037434    -5.334735   -4.8160087    18.456018   0.02332701  0.059519166   0.59529057    20.121329    8146.4793 
  140000   0.89901608     13.14014    14.039156   -5.3350337   -4.8189043    18.451815  0.023358531 -0.036533902   0.59941898    20.109154    8131.7011 
  141000   0.91207932    13.142558    14.054638   -5.3470346   -4.8305721     18.46298  0.026612435   0.18559082    0.6081289    20.104779    8126.3947 
  142000    0.8962319    13.132462    14.028694   -5.3393524   -4.8251874    18.447573  0.024241601   0.12004386   0.59756263    20.107895    8130.1738 
  143000   0.88845473    13.159763    14.048218   -5.3205975   -4.8073955    18.456182  0.024179175   0.13815804    0.5923772    20.117333    8141.6275 
  144000   0.91197401    13.147351    14.059325   -5.3315347   -4.8157933      18.4549  0.023985642  -0.12382788   0.60805868     20.12462    8150.4779 
  145000   0.89010613    13.144219    14.034325   -5.3249074   -4.8104745    18.446985  0.022141499   0.13772702   0.59347827    20.120986    8146.0637 
  146000   0.90054436    13.148483    14.049027   -5.3209284   -4.8032482    18.445829  0.023582714  0.027579053   0.60043796    20.127102    8153.4941 
  147000   0.90818901    13.156342    14.064531   -5.3171219   -4.8042554    18.450343  0.023121495  0.029506436   0.60553503    20.131625    8158.9919 
  148000   0.88551796    13.159577    14.045095    -5.314213   -4.8005199    18.450883  0.022907001  0.073620288   0.59041911    20.125785    8151.8937 
  149000   0.90224846    13.165203    14.067452   -5.3147003   -4.8033882    18.457165   0.02273904  0.058076373   0.60157417    20.130716    8157.8862 
  150000   0.89430805    13.172171    14.066479   -5.3085071   -4.7947786    18.458747  0.021931827  0.047374568    0.5962799    20.137998    8166.7429 
  151000     0.897652    13.145324    14.042976   -5.3318884   -4.8150482    18.453862  0.023350486  0.017437786   0.59850948    20.121022    8146.1074 
  152000   0.89938706    13.137603     14.03699   -5.3344215   -4.8220802    18.449804  0.022220903  -0.20173316   0.59966633    20.130283    8157.3599 
  153000   0.89686992    13.159526    14.056396   -5.3190659   -4.8062545     18.45502  0.023572367  -0.11826063   0.59798803    20.138191    8166.9775 
  154000   0.90481474     13.16093    14.065745   -5.3146033   -4.8027288    18.451088  0.024445753  -0.10278033   0.60328524    20.139681     8168.791 
  155000   0.89976601    13.138992    14.038758   -5.3334905   -4.8186591    18.449119  0.023363338  -0.18517953     0.599919    20.132828    8160.4548 
  156000   0.89348824    13.147868    14.041356   -5.3300531   -4.8168119    18.455191  0.022729897 -0.070386706   0.59573329    20.123957    8149.6717 
  157000    0.9034379    13.112388    14.015826    -5.360733   -4.8430096    18.451848  0.021273173 -0.089343498   0.60236723    20.102458    8123.5804 
  158000   0.89853671    13.118847    14.017383   -5.3492442   -4.8321373     18.44477  0.023321177  -0.07761713   0.59909936    20.109282    8131.8565 
  159000    0.9012075    13.141748    14.042955   -5.3295334   -4.8174972    18.448008  0.023272707 -0.061761125   0.60088011    20.126487    8152.7469 
  160000   0.90266239    13.147503    14.050166   -5.3328202   -4.8156895    18.455927  0.024396677 -0.031027318   0.60185016      20.1277    8154.2205 
  161000   0.89233642    13.151509    14.043846    -5.323542   -4.8134206    18.452164  0.022887563  0.070030253   0.59496532    20.135447    8163.6398 
  162000    0.9008546    13.129817    14.030671   -5.3325108   -4.8162019    18.439344  0.022983241 -0.0099063698   0.60064481    20.124419    8150.2332 
  163000   0.88627071    13.149039     14.03531   -5.3287889    -4.816715    18.455917  0.021910938 -0.080923084   0.59092101    20.133223    8160.9352 
  164000   0.90040411    13.150319    14.050724   -5.3268995   -4.8106027    18.453635  0.023583416 -0.041123905   0.60034445    20.132916    8160.5613 
  165000   0.90007999    13.122395    14.022475   -5.3480071   -4.8302561    18.446086  0.024316334  -0.12444236   0.60012834    20.110911     8133.832 
  166000   0.90102907    13.129361     14.03039   -5.3418076   -4.8250894    18.448767  0.022402056   0.14675583   0.60076114    20.106793    8128.8376 
  167000   0.91059446    13.139474    14.050068   -5.3323797   -4.8150867    18.449029  0.022824662  0.084444483   0.60713887    20.121922    8147.2005 
  168000   0.90032284    13.145958    14.046281   -5.3253348   -4.8159182    18.448765  0.022527263  0.088387437   0.60029027    20.122326    8147.6906 
  169000   0.88528483     13.13435    14.019634   -5.3345767   -4.8181807    18.446522  0.022404644  -0.17256129   0.59026367     20.12621      8152.41 
  170000   0.89521322    13.153083    14.048296   -5.3244378   -4.8113091    18.453165  0.024356332 -0.084691339   0.59688343    20.135084    8163.1976 
  171000   0.90587254    13.151624    14.057496   -5.3296099   -4.8178329    18.458471  0.022762323   0.11526755   0.60399053    20.128712     8155.451 
  172000   0.88904624    13.138376    14.027423   -5.3356398   -4.8241372    18.449578   0.02443832   0.06806806   0.59277159    20.118882    8143.5076 
  173000   0.90594704    13.140115    14.046062   -5.3291111   -4.8143443    18.445668  0.023558061 -0.094146197    0.6040402      20.1249    8150.8176 
  174000   0.90502092    13.146294    14.051315   -5.3268557   -4.8148582    18.452637  0.020512976   0.03067675   0.60342271    20.136231    8164.5938 
  175000   0.89658409    13.131214    14.027798    -5.346365   -4.8294399    18.456254  0.021325163  -0.14524872   0.59779745    20.126347     8152.576 
  176000   0.88417253    13.138816    14.022989   -5.3437695   -4.8262737    18.458557  0.024028845 -0.057942846   0.58952205    20.121533    8146.7276 
  177000   0.89200528    13.153617    14.045622   -5.3250966   -4.8119542     18.45487  0.023843032  0.077194069   0.59474453    20.127833    8154.3818 
  178000   0.89075156    13.149236    14.039988   -5.3230616   -4.8080152    18.450371  0.021926489  0.064498933   0.59390861    20.123828    8149.5159 
  179000   0.90016168     13.15254    14.052702   -5.3278372    -4.813709    18.456707   0.02367061  -0.12087213   0.60018281    20.127972    8154.5517 
