#Step KinEng PotEng TotEng E_pair c_erodrod E_bond E_angle Press Temp Lx Volume 
       0    1.6135939     14.53775    16.151344   -4.1947772    -3.795705     18.68518  0.047347151  0.025397329    1.0758637    21.185543    9508.6489 
    1000    1.4807217    14.280921    15.761643   -4.3846707   -3.9667986     18.62642  0.039171883 -0.086365325    0.9872712    20.990449    9248.3698 
    2000      1.33678    14.036594    15.373374   -4.5937031   -4.1490254    18.589347  0.040949868  -0.04289168   0.89129808     20.78276    8976.5541 
    3000    1.2528175    13.832173     15.08499   -4.7570422   -4.2984686    18.550506  0.038708997  -0.10265752   0.83531609    20.622681    8770.7228 
    4000    1.1851695    13.730598    14.915768   -4.8472891   -4.3817231    18.538263  0.039624319 -0.011323824    0.7902118    20.537897    8662.9916 
    5000    1.1835567    13.714367    14.897923   -4.8525987   -4.3825056     18.53188  0.035085136 0.0016862398   0.78913644    20.521946    8642.8228 
    6000     1.219577    13.746371    14.965948   -4.8200249   -4.3643481    18.534353  0.032042827 -0.057976673   0.81315296    20.547672    8675.3679 
    7000    1.2057493    13.736198    14.941947   -4.8460638   -4.3809765    18.545944  0.036317967 -0.081404468   0.80393339    20.532308    8655.9209 
    8000    1.1927365    13.697053     14.88979   -4.8749536   -4.4077372    18.535202    0.0368048  -0.16014081   0.79525705    20.512128    8630.4244 
    9000    1.1972012    13.729838    14.927039   -4.8509717   -4.3881288    18.545013  0.035796365  0.089405292   0.79823388     20.52184    8642.6886 
   10000     1.207235     13.75443    14.961665   -4.8226512    -4.355371     18.54217  0.034911802  0.019909251   0.80492398    20.543348    8669.8911 
   11000     1.203578    13.724261    14.927839   -4.8520843   -4.3797037    18.543704  0.032640833 -0.0030174361   0.80248567    20.522922    8644.0561 
   12000    1.1859553    13.717069    14.903024   -4.8538737   -4.3836102    18.538058  0.032884232  0.024558705    0.7907357    20.518907    8638.9834 
   13000    1.2021052    13.743219    14.945325   -4.8352857   -4.3649936    18.544379  0.034126277   0.14025678   0.80150364    20.526397     8648.448 
   14000    1.1968655    13.740101    14.936966   -4.8426532    -4.376615    18.547169  0.035584493    0.2008674   0.79801011    20.527852    8650.2866 
   15000    1.1942827    13.725562    14.919845   -4.8479029   -4.3802437    18.537013   0.03645195 -0.012449536   0.79628798    20.525174    8646.9019 
   16000    1.2024368    13.734241    14.936678   -4.8445251   -4.3801261    18.541798  0.036968045  -0.22888003   0.80172476    20.548627    8676.5771 
   17000     1.203495    13.753289    14.956784   -4.8362253   -4.3656842    18.556242  0.033272509  0.044388616   0.80243034    20.537549    8662.5517 
   18000    1.2073122    13.716923    14.924236   -4.8545476   -4.3906732    18.537035  0.034436227  0.026627298   0.80497546    20.507962    8625.1676 
   19000     1.185823    13.714918    14.900741   -4.8490274    -4.384857    18.531518   0.03242726 -0.034363521   0.79064748    20.511951    8630.2004 
   20000    1.1907178    13.739286    14.930003   -4.8397517   -4.3730155    18.545135  0.033902435  -0.10574729    0.7939111    20.535927    8660.4992 
   21000    1.2101509     13.71196    14.922111   -4.8646107   -4.3994258    18.543723  0.032847766  -0.26534147   0.80686812    20.513765    8632.4907 
   22000    1.2086856    13.693976    14.902662   -4.8793285   -4.4089495    18.541199  0.032105245   0.24790591   0.80589112    20.489593    8602.0114 
   23000    1.2132542    13.701684    14.914938   -4.8595375   -4.3958487    18.529836  0.031385552 -0.079301879   0.80893726    20.526475    8648.5465 
   24000     1.214255    13.740682    14.954937   -4.8257635   -4.3571493    18.536684  0.029761916  -0.19884039   0.80960453    20.557906    8688.3365 
